Record_ID,Camera_Node,Location_Name,GPS_Latitude,GPS_Longitude,Timestamp_IST,Vehicle_Classification,Detected_Make,Detected_Model,License_Plate,ANPR_Confidence_Pct,Vehicle_Color,Sharpness_Index,Sec65B_Integrity_Hash
7283,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:28:58.754524,Car,Unknown,Vehicle,UNREADABLE-CAM-016-76580,51.0%,Blue,1308.3,SHA256:5B2658EBCBEF68B6
7374,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.074792,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-92676,45.5%,Blue,2326.6,SHA256:488E7493CB10916C
7375,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.078495,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-99495,52.3%,Silver/Grey,253.2,SHA256:8C6E68DD2800B251
7376,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.079894,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-10818,54.5%,White,327.9,SHA256:E2BC6EB6D0EA4098
7377,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.081088,Car,Unknown,Vehicle,UNREADABLE-CAM-016-28636,52.1%,Blue,686.3,SHA256:2F5952FEF56306DC
7378,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.081998,Car,Unknown,Vehicle,UNREADABLE-CAM-016-11384,42.0%,Green,111.1,SHA256:7EE54AED6665B0A1
7379,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.084905,Car,Unknown,Vehicle,UNREADABLE-CAM-016-85191,51.1%,Blue,760.6,SHA256:BA905EA74F29673F
7380,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.086209,Car,Unknown,Vehicle,UNREADABLE-CAM-016-49112,44.2%,Silver/Grey,137.0,SHA256:0FB3E4BDE03C9AAB
7381,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.087263,Car,Unknown,Vehicle,UNREADABLE-CAM-016-49083,48.8%,Silver/Grey,1559.5,SHA256:049BD00EE9A3FEBD
7382,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.088240,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-46422,40.5%,Silver/Grey,84.4,SHA256:F52E24959DB1323F
7383,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.089162,Car,Unknown,Vehicle,UNREADABLE-CAM-016-85433,46.6%,Blue,1345.2,SHA256:0099428AE96CFBAD
7384,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:30:21.090047,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-38391,42.7%,Silver/Grey,161.0,SHA256:557E5E46903FAA55
7507,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:31:39.931019,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-74772,47.6%,Blue,3057.7,SHA256:345669D61C9040D2
7508,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:31:39.934198,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-74288,53.6%,Silver/Grey,263.5,SHA256:09BF758374A7442F
7509,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:31:39.935880,Car,Unknown,Vehicle,UNREADABLE-CAM-016-28099,46.8%,Blue,225.6,SHA256:77A194706379CDDC
7510,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:31:39.938773,Car,Unknown,Vehicle,UNREADABLE-CAM-016-32575,52.5%,Blue,963.5,SHA256:FED49B9012259F11
7511,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:31:39.940269,Car,Unknown,Vehicle,UNREADABLE-CAM-016-83304,39.4%,Green,438.0,SHA256:BAE84B9A7D239EE2
7512,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:31:39.943456,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-14978,39.0%,Silver/Grey,58.4,SHA256:F6D197013BC26416
7513,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:31:39.944891,Car,Unknown,Vehicle,UNREADABLE-CAM-016-54234,40.3%,Silver/Grey,104.4,SHA256:E05F5300D9A86A2B
7514,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:31:39.946416,Car,Unknown,Vehicle,UNREADABLE-CAM-016-99263,47.0%,White,335.7,SHA256:D3D10D7949804DED
7515,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:31:39.947873,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-70620,45.9%,White,321.9,SHA256:F0BD26406C5B19D9
7623,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:32:59.758851,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-48516,45.7%,Blue,3125.2,SHA256:A61DD73940D2C305
7624,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:32:59.764509,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-96864,52.5%,Silver/Grey,266.3,SHA256:93C75D2701BD5545
7625,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:32:59.766248,Car,Unknown,Vehicle,UNREADABLE-CAM-016-91442,43.8%,Green,119.6,SHA256:184BD7EF00EF90E7
7626,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:32:59.769739,Car,Unknown,Vehicle,UNREADABLE-CAM-016-37463,52.0%,Blue,413.4,SHA256:ED80531D561424D0
7627,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:32:59.771170,Car,Unknown,Vehicle,UNREADABLE-CAM-016-36674,49.2%,Blue,586.1,SHA256:D92D284F9D87B96A
7628,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:32:59.772662,Car,Unknown,Vehicle,UNREADABLE-CAM-016-38011,45.6%,Silver/Grey,173.8,SHA256:DF6EE02D8D612D2C
7629,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:32:59.773951,Car,Unknown,Vehicle,UNREADABLE-CAM-016-92889,47.7%,White,444.1,SHA256:AB8C82DD13FA5491
7630,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:32:59.775101,Transit Bus,Unknown,Vehicle,UNREADABLE-CAM-016-89585,47.6%,White,398.6,SHA256:950BD53F3CA6F748
7631,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:32:59.776388,Van,Unknown,Vehicle,UNREADABLE-CAM-016-17511,47.7%,White,400.9,SHA256:83416FF13B8CC6C2
7727,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:34:14.194983,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-45056,48.0%,Blue,2006.4,SHA256:B4214A4B24176F66
7728,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:34:14.199142,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-82627,54.7%,Silver/Grey,261.8,SHA256:3D79F84B03289AB7
7729,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:34:14.200983,Car,Unknown,Vehicle,UNREADABLE-CAM-016-98651,48.8%,Silver/Grey,198.7,SHA256:43D11DDE76791434
7730,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:34:14.202362,Car,Unknown,Vehicle,UNREADABLE-CAM-016-38549,43.9%,Green,114.9,SHA256:46DF763130DBA446
7731,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:34:14.205978,Car,Unknown,Vehicle,UNREADABLE-CAM-016-19564,51.5%,Blue,248.6,SHA256:5C6B702D0E226F30
7732,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:34:14.207531,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-38790,53.0%,White,686.1,SHA256:4AB49BF441746857
7733,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:34:14.208814,Car,Unknown,Vehicle,UNREADABLE-CAM-016-75506,50.5%,White,693.1,SHA256:C8C1D09EEA374BCA
7734,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:34:14.210067,Car,Unknown,Vehicle,UNREADABLE-CAM-016-15495,45.7%,Blue,311.5,SHA256:C6952879A0F51547
7801,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:35:19.599875,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-82457,46.5%,Blue,2072.8,SHA256:4B6D577BF6402D66
7802,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:35:19.604085,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-38629,47.7%,Silver/Grey,145.3,SHA256:8FF1239429AE5D19
7803,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:35:19.606373,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-71194,54.7%,White,591.9,SHA256:51F21C85CA260AB1
7804,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:35:19.607839,Car,Unknown,Vehicle,UNREADABLE-CAM-016-78193,50.2%,Blue,302.7,SHA256:E1D804D6053C561A
7805,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:35:19.609018,Car,Unknown,Vehicle,UNREADABLE-CAM-016-42583,32.8%,Blue,33.0,SHA256:9E8EB48958BBC034
7806,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:35:19.612630,Car,Unknown,Vehicle,UNREADABLE-CAM-016-99100,48.7%,Silver/Grey,214.1,SHA256:62B1D25AFB1DE423
7872,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:36:27.848133,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-57558,47.9%,Blue,1379.5,SHA256:557F73FE6DEAE0B2
7873,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:36:27.851277,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-91975,51.6%,Silver/Grey,264.8,SHA256:204B0922A7C027FD
7874,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:36:27.853054,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-67533,54.0%,White,606.2,SHA256:25A44A63B41344D4
7875,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:36:27.854647,Car,Unknown,Vehicle,UNREADABLE-CAM-016-77895,40.4%,Blue,403.5,SHA256:2FE21C14E3CC45CC
7876,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:36:27.858139,Car,Unknown,Vehicle,UNREADABLE-CAM-016-69135,45.6%,Silver/Grey,149.3,SHA256:1BDA48D924F17183
7877,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:36:27.859778,Car,Unknown,Vehicle,UNREADABLE-CAM-016-90903,41.2%,Silver/Grey,164.8,SHA256:D68F7E74DA0AA8B4
7878,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:36:27.861355,Car,Unknown,Vehicle,UNREADABLE-CAM-016-20312,44.2%,Blue,449.9,SHA256:4E13929BD5510FEC
7927,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:37:39.536523,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-87750,50.1%,Blue,2010.2,SHA256:BFF07E189EBBCA96
7928,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:37:39.539657,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-89952,53.6%,Silver/Grey,259.3,SHA256:356D420E8453AE4E
7929,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:37:39.541563,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-99766,52.4%,White,600.1,SHA256:F38BE3BEF85D7980
7930,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:37:39.543040,Car,Unknown,Vehicle,UNREADABLE-CAM-016-41084,41.6%,Blue,428.4,SHA256:4A7E17F25307968A
7931,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:37:39.546699,Car,Unknown,Vehicle,UNREADABLE-CAM-016-21484,50.6%,Silver/Grey,231.4,SHA256:3BCB68604236CDA1
7976,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:38:47.488900,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-36999,52.3%,Blue,2356.3,SHA256:93681835187CB610
7977,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:38:47.493743,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-65132,51.5%,Silver/Grey,251.3,SHA256:FBA933EC3E393E8E
7978,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:38:47.496021,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-94166,53.3%,White,573.3,SHA256:F221997D4616D619
7979,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:38:47.497786,Car,Unknown,Vehicle,UNREADABLE-CAM-016-28128,44.0%,Blue,110.8,SHA256:59D94CE0DBC4062D
8021,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:39:57.841496,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-66107,46.2%,Blue,2442.8,SHA256:7161D74CE6331228
8022,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:39:57.845508,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-19670,51.5%,Silver/Grey,258.1,SHA256:16DCED7F58A0B3D1
8023,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:39:57.847899,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-76071,54.4%,White,513.9,SHA256:2E6578D17554CFE2
8024,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:39:57.849829,Car,Unknown,Vehicle,UNREADABLE-CAM-016-77288,41.2%,Blue,485.4,SHA256:4361F1A8A5084B19
8025,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:39:57.853750,Truck,Unknown,Vehicle,UNREADABLE-CAM-016-80682,49.6%,Blue,250.7,SHA256:2EBA4E8E9594973C
8026,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:39:57.855190,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-35667,42.9%,Blue,217.3,SHA256:60EB5615F6C2B75F
8082,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:41:07.415284,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-69129,53.7%,Blue,2212.2,SHA256:A78E89F105A46AB8
8083,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:41:07.419127,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-92109,54.7%,Silver/Grey,251.7,SHA256:40470D6A93C45A2E
8084,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:41:07.421021,Car,Unknown,Vehicle,UNREADABLE-CAM-016-44789,26.4%,Blue,8.8,SHA256:8492A4DF910F9258
8085,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:41:07.424493,Car,Unknown,Vehicle,UNREADABLE-CAM-016-93959,50.0%,White,664.0,SHA256:40BF63FF611AE927
8086,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:41:07.425906,Car,Unknown,Vehicle,UNREADABLE-CAM-016-56024,46.3%,Silver/Grey,1020.4,SHA256:A2781AF4C3907E6B
8087,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:41:07.427241,Car,Unknown,Vehicle,UNREADABLE-CAM-016-39325,40.6%,Maroon/Dark,151.1,SHA256:38B41FD51840A030
8088,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:41:07.428731,Car,Unknown,Vehicle,UNREADABLE-CAM-016-64360,41.7%,Maroon/Dark,165.2,SHA256:E4DBD9F2A831F515
8147,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:42:17.782988,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-62291,50.4%,Blue,1380.5,SHA256:FC77133CC4BF2900
8148,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:42:17.787510,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-94885,53.1%,Silver/Grey,253.1,SHA256:7CA04196E3B5DFD0
8149,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:42:17.789478,Car,Unknown,Vehicle,UNREADABLE-CAM-016-97270,39.9%,Blue,327.0,SHA256:E451FB79D055D4B0
8150,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:42:17.792633,Car,Unknown,Vehicle,UNREADABLE-CAM-016-22674,50.3%,Silver/Grey,1369.4,SHA256:F33919F370B51400
8151,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:42:17.794331,Truck,Unknown,Vehicle,UNREADABLE-CAM-016-83786,48.6%,Blue,248.4,SHA256:B834E38484E63C7A
8152,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:42:17.795848,Auto-Rickshaw,Unknown,Vehicle,UNREADABLE-CAM-016-61475,47.4%,White,827.5,SHA256:F7E50F810E391DB1
8153,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:42:17.797282,Car,Unknown,Vehicle,UNREADABLE-CAM-016-51140,46.8%,Green,325.7,SHA256:0156D218E9B79FAE
8223,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:43:28.515392,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-44599,51.5%,Blue,1180.2,SHA256:8BBFE1658F41E2AA
8224,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:43:28.520061,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-64642,29.1%,Silver/Grey,17.1,SHA256:A149BF1EAC6AB109
8225,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:43:28.521839,Truck,Unknown,Vehicle,UNREADABLE-CAM-016-77372,51.8%,Blue,369.1,SHA256:E24B2A97762F76E5
8226,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:43:28.523275,Car,Unknown,Vehicle,UNREADABLE-CAM-016-45525,51.7%,Silver/Grey,1056.1,SHA256:6EE239D8FE4F11F1
8227,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:43:28.524439,Car,Unknown,Vehicle,UNREADABLE-CAM-016-94711,49.9%,Silver/Grey,723.6,SHA256:64B7C7BBD053808D
8228,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:43:28.525786,Car,Unknown,Vehicle,UNREADABLE-CAM-016-83440,38.4%,Blue,448.3,SHA256:4FBF2F0480EB58B1
8229,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:43:28.529234,Car,Unknown,Vehicle,UNREADABLE-CAM-016-36593,37.8%,Red,119.8,SHA256:0C0BAA06CF607618
8309,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.557332,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-11238,49.8%,Blue,1244.6,SHA256:5682FCE2125F89AF
8310,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.560839,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-56386,30.5%,Silver/Grey,36.5,SHA256:C5C1C4657304F3A4
8311,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.562628,Car,Unknown,Vehicle,UNREADABLE-CAM-016-69005,50.9%,Silver/Grey,3202.6,SHA256:D31C282F6C88F01D
8312,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.563761,Truck,Unknown,Vehicle,UNREADABLE-CAM-016-13977,50.3%,Blue,469.9,SHA256:1500A338E10537E7
8313,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.564943,Car,Unknown,Vehicle,UNREADABLE-CAM-016-59350,40.9%,Green,112.3,SHA256:9E68904DB57B9573
8314,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.568212,Car,Unknown,Vehicle,UNREADABLE-CAM-016-91004,47.0%,Silver/Grey,1976.4,SHA256:B1248A5E0BDBCA44
8315,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.569625,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-87112,40.7%,Maroon/Dark,183.8,SHA256:E4B510853ED2E8B8
8316,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.570583,Car,Unknown,Vehicle,UNREADABLE-CAM-016-51697,45.0%,Silver/Grey,958.7,SHA256:9BA109960262745E
8317,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.571638,Van,Unknown,Vehicle,UNREADABLE-CAM-016-25723,45.9%,White,914.6,SHA256:DA8896DFC605AB99
8318,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.572582,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-62311,38.0%,Blue,1706.5,SHA256:EECAB1B6CC55B397
8319,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.574253,Car,Unknown,Vehicle,UNREADABLE-CAM-016-10685,45.9%,Silver/Grey,2684.7,SHA256:6510B94B26747DC4
8320,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:44:41.575155,Car,Unknown,Vehicle,UNREADABLE-CAM-016-99210,39.2%,Red,180.5,SHA256:6E1C4AC90A8B3296
8426,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.376582,Van,Unknown,Vehicle,UNREADABLE-CAM-016-22445,52.9%,White,318.1,SHA256:70FEC4FC87B75901
8427,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.378684,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-63028,42.0%,Blue,1102.5,SHA256:71C8060516937EB7
8428,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.381007,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-90368,53.6%,Silver/Grey,248.9,SHA256:90531FFE09066203
8429,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.382587,Car,Unknown,Vehicle,UNREADABLE-CAM-016-93865,52.2%,Silver/Grey,1164.3,SHA256:62168F195DE0CA82
8430,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.383547,Car,Unknown,Vehicle,UNREADABLE-CAM-016-31636,52.2%,Silver/Grey,687.2,SHA256:8FD38802A245D696
8431,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.384860,Car,Unknown,Vehicle,UNREADABLE-CAM-016-66353,48.8%,Silver/Grey,1535.7,SHA256:878E417DA707BC61
8432,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.385935,Car,Unknown,Vehicle,UNREADABLE-CAM-016-82515,47.1%,Silver/Grey,1935.0,SHA256:8B0A839B777CE268
8433,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.386912,Car,Unknown,Vehicle,UNREADABLE-CAM-016-28880,36.9%,White,53.7,SHA256:247DE414CFCFE60D
8434,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.387858,Car,Unknown,Vehicle,UNREADABLE-CAM-016-69275,38.8%,Green,97.2,SHA256:07404683EFF3B168
8435,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.390853,Car,Unknown,Vehicle,UNREADABLE-CAM-016-50595,46.8%,Green,520.5,SHA256:F79EE5E1FF2DDC08
8436,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:46:07.391798,Car,Unknown,Vehicle,UNREADABLE-CAM-016-15766,42.8%,Red,220.9,SHA256:AE34AD7D236D576A
8560,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.707352,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-90135,45.0%,Blue,1676.0,SHA256:B836F4106BD4C7AA
8561,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.712901,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-63579,51.5%,Silver/Grey,264.8,SHA256:6B3019A2470D386E
8562,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.714577,Van,Unknown,Vehicle,UNREADABLE-CAM-016-53829,53.2%,White,360.5,SHA256:0870B3FE56A0E5C5
8563,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.715796,Car,Unknown,Vehicle,UNREADABLE-CAM-016-54775,49.4%,Silver/Grey,987.9,SHA256:8923B6EE583E65C5
8564,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.716766,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-51383,47.7%,Blue,769.4,SHA256:FF2CFF1CFCF8EF29
8565,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.717763,Car,Unknown,Vehicle,UNREADABLE-CAM-016-42740,48.5%,Silver/Grey,557.7,SHA256:FF938D9C902A85C3
8566,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.718784,Car,Unknown,Vehicle,UNREADABLE-CAM-016-32890,46.2%,White,234.6,SHA256:48A77753E482C211
8567,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.720036,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-13339,56.7%,Silver/Grey,1536.5,SHA256:E737C59FC17B259E
8568,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.721083,Car,Unknown,Vehicle,UNREADABLE-CAM-016-79658,41.4%,Blue,106.7,SHA256:5C63703FDBA7E45D
8569,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.724097,Car,Unknown,Vehicle,UNREADABLE-CAM-016-55997,44.4%,Silver/Grey,2702.0,SHA256:820695D0DDB82027
8570,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.725191,Van,Unknown,Vehicle,UNREADABLE-CAM-016-85364,46.6%,Silver/Grey,895.1,SHA256:9469ECC8387CC96A
8571,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:47:29.727063,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-74425,36.7%,Silver/Grey,86.7,SHA256:A4AFDDFB11AAD256
